id,question_text,option1,option2,option3,option4,question_type,correct_option
4246,A 12-year-old girl presents with bleeding gums after viral URTI. Petechiae on extremities and abdomen. Labs: platelets = 20 x10⁹/L. Bone marrow: increased megakaryocytes. Most appropriate management?,Azathioprine,Prednisolone,Splenectomy,Cyclophosphamide,pediatric,Prednisolone
4247,Which condition can lead to hyposplenism?,G6PD deficiency,Sickle cell disease,Vitamin B12 deficiency,Hereditary spherocytosis,medicine,Sickle cell disease
4248,A 12-year-old girl presents with gum bleeding after URTI and petechiae on limbs and abdomen. Platelets low. Bone marrow shows increased megakaryocytes. Diagnosis?,ITP,Evans syndrome,DIC,Haemophilia,pediatric,ITP
4249,"A 5-year-old boy presents with sudden severe bone pain in hands and feet. Dehydrated. Labs: Hb = 108 g/L, HCT = 0.30, MCV = 76 fL. Most likely crisis?",Aplastic crisis,Sequestration crisis,Vaso-occlusive crisis,Sickle chest syndrome,pediatric,Vaso-occlusive crisis
4250,A 1-year-old boy diagnosed with Factor VII deficiency (<1%). Which investigation is most affected?,Bleeding time,Platelet count,Prothrombin time,Activated partial thromboplastin time,medicine,Prothrombin time
4251,"A 5-year-old boy presents with acute bone pain in hands and feet, dehydration. Labs: Hb = 108 g/L, HCT = 0.30, MCV = 76 fL. Which is responsible for this clinical presentation?",Aplastic crisis,Sequestration crisis,Vaso-occlusive crisis,Sickle chest syndrome,pediatric,Vaso-occlusive crisis
4252,"A 1-year-old infant presents with prolonged bleeding after circumcision. Lab results: PT normal, APTT = 120 sec, platelets = 160 x10⁹/L. Which factor deficiency is most likely?",VIII,VII,IX,X,medicine,VIII
4253,Which physical findings are more likely associated with haemophilia?,Epistaxis,Gum bleeding,Haemarthrosis,Petechial hemorrhages,pediatric,Haemarthrosis
4254,"A 15-year-old patient presents for routine check-up. Labs: RBC = 5.3, WBC = 68 x10⁹/L, Hb = 98 g/L, MCV = 69 fL, MCHC = 261 g/L, reticulocyte = 1%. Most likely diagnosis?",Sickle cell anaemia,Beta-thalassemia trait,Iron deficiency anaemia,Megaloblastic anaemia,pediatric,Beta-thalassemia trait
4406,Most common cause of acute bronchiolitis in infants?,Adenovirus,Parainfluenza,Mycoplasma pneumoniae,RSV,pediatric,RSV
4296,"During physical examination of a child, the physician asks the patient to face the wall, bend forward and let the arms hang unsupported. What does this test screen for?",Scoliosis,Sexual abuse,Rectal prolapse,Leg length symmetry,medicine,Scoliosis
4297,"A 9-year-old girl presents to ED with abnormal movements and recent tea-colored urine. Parents report preceding skin eruption. Child looks unwell, unresponsive with lower limb swelling. BP 155/105 mmHg. Which diagnosis is most likely?",Post-streptococcal glomerulonephritis,Hemolytic uremic syndrome,Henoch-Schönlein purpura,Lupus nephritis,pediatric,Post-streptococcal glomerulonephritis
4298,"A 3-year-old boy presents to PED with fever, headache, generalized muscle pain, spots on buttocks and legs, neck stiffness. IV penicillin G started after lumbar puncture. CSF shows Gram-negative diplococci. Which is the most likely late complication?",Ataxia,Seizures,Deafness,Cranial nerve palsy,pediatric,Deafness
4299,The same 3-year-old boy as above is diagnosed with meningococcal meningitis. His 6-year-old brother had close contact. Best prophylaxis management?,Hospital admission and monitoring,IV penicillin G,Active immunization,Oral rifampicin,medicine,Oral rifampicin
4300,A 5-year-old boy presents with sore throat and refusal to eat. Fever for 3 days. Playgroup contacts had similar symptoms. Has blisters on palms and ulcers on soft palate. Most likely additional finding?,Spots on soles,Swollen tonsils,Scratch marks,Diarrhea,pediatric,Spots on soles
4301,"A 10-year-old boy presents with a spreading skin rash starting from a red spot over scratch. Lesions on cheeks, trunk, upper limbs. Swollen axillary and inguinal lymph nodes. Most appropriate treatment?",Steroids,Acyclovir,Antibiotics,Antiseptics,pediatric,Antibiotics
4302,A 10-year-old boy presents with a spreading skin rash that started from a single red lesion. Physical exam confirms swollen lymph nodes in armpits and groins. Most likely diagnosis?,Impetigo,Candidiasis,Herpes simplex,Dermatitis herpetiformis,pediatric,Impetigo
4303,A 1-year-old with vertically transmitted HIV and low T-cell count. Which vaccine is contraindicated?,Varicella,Hepatitis B,Pneumococcal,DTaP,medicine,Varicella
4304,"A 6-year-old girl has ear pain and pinna swelling after swimming camp. Pain on moving pinna, foul-smelling discharge. Most appropriate treatment?",Oral amoxicillin,Oral cefuroxime,Topical neomycin,Topical dexamethasone,medicine,Topical neomycin
4305,"A 1-year-old girl presents at night with loud coughing fits followed by high-pitched inspiratory whoop and facial cyanosis. History of URTI. Unvaccinated. HR 150, RR 60, SpO₂ 92%. Most likely cause?",Bordetella pertussis,RSV,Streptococcus pneumoniae,Haemophilus influenzae type B,pediatric,Bordetella pertussis
4306,"A 1-year-old girl with paroxysmal coughing fits, post-tussive whoop, and cyanosis. No vaccinations. Most appropriate diagnostic test?",Nasopharyngeal swabbing,Sweat chloride test,Chest radiography,Serologic testing,pediatric,Nasopharyngeal swabbing
4307,"A 5-year-old child brought to clinic with fever, cough, blotchy rash, cervical lymphadenopathy. Rash on face, neck, trunk. Not vaccinated. Most likely diagnosis?",Chickenpox,Measles,Mumps,Rubella,pediatric,Measles
4308,"A 6-year-old presents with low-grade fever, malaise, conjunctivitis, coryza, cough. Rash of pink macules starts on face and spreads to extremities. Most likely diagnosis?",Gonococcal bacteremia,Toxic shock syndrome,Reiter's syndrome,Rubella,pediatric,Rubella
4309,"A 6-month-old infant develops cough, coryza, fever, wheezing, grunting, tachypnea, rib retractions. Which is optimal immediate treatment?",Erythromycin,Penicillin,Steroids,Oxygen,pediatric,Oxygen
4311,"A 3-year-old child with week of URTI symptoms and conjunctivitis, now presenting with spasmodic cough and '"whooping'" sound. Most likely diagnosis?",Pertussis,Epiglottitis,Psychosis,Mycoplasma infection,pediatric,Pertussis
4312,"A 6-year-old girl developed reddish urine. Constipated, now incontinent. Abdomen tender. Labs: Hb = 79 g/L, platelets = 325 x10⁹/L, urinalysis shows blood and RBCs. Most likely diagnosis?",Urinary tract infection,Henoch-Schönlein purpura,Autoimmune hemolytic anemia,Post-streptococcal glomerulonephritis,pediatric,Post-streptococcal glomerulonephritis
4314,"A 6-year-old child presents with malaise, fever, cough, nasal discharge, conjunctivitis. Maculopapular rash begins on face and spreads to hands and feet. Diagnosis?",Gonococcal bacteremia,Toxic shock syndrome,Reiter's syndrome,Rubella,pediatric,Rubella
4315,"A 2-year-old girl with high fever, conjunctivitis, cracked lips, hand/foot swelling, rash. Most likely diagnosis?",Epstein-Barr virus,Kawasaki disease,Rubella,Measles,pediatric,Kawasaki disease
4316,Most important infection control measure in neonatal nursery?,Sterile gloves,Shoe covers + gowns,Hand hygiene before/after exams,Prophylactic antibiotics,medicine,Hand hygiene before/after exams
4317,A 9-month-old is due for scheduled vaccination. Which vaccines at this age?,Oral polio + hepatitis B,MMR,DTaP,Measles + meningococcal,pediatric,Measles + meningococcal
4318,"A 2-month-old preterm infant (35 weeks, 1.7 kg) gaining weight. Best immunization plan?",Delay vaccines by 2 months,Td instead of DTaP,Half dose schedule,Normal schedule/dose,pediatric,Normal schedule/dose
4319,"A 1-year-old boy presents with failure to thrive, oral thrush, hepatosplenomegaly. Brother died from sepsis. Vaccine to avoid until diagnosis made?",Influenza,IPV,PCV,Varicella,pediatric,Varicella
4320,A 4-month-old born at 32 weeks. Best approach to vaccination based on?,Adjusted age,Weight-based dosing,Chronological age,Delayed schedule,pediatric,Chronological age
4321,A 4-year-old underwent splenectomy after trauma. Additional vaccine needed?,HPV,Meningococcal,Rotavirus,Tetanus,surgery,Meningococcal
4322,Most common minor side effect of DTP vaccine?,Generalized pain,Fever >38°C,Injection site erythema,Vomiting,medicine,Injection site erythema
4325,A 6-month-old had local redness/swelling after previous vaccines. Concerned mother. Best action?,"None, reassure",Avoid DPT,Allergen screening,Antipyretics before vaccines,pediatric,"None, reassure"
4326,A 1-year-old with immunosuppressed sibling (kidney transplant). Which vaccine should be avoided?,MMR,Hepatitis B,Oral polio,Influenza,pediatric,Oral polio
4327,"A 4-month-old with mild diarrhea, still breastfeeding. Best decision regarding vaccines?",Delay all vaccines,Give all vaccines,Only give Hep B,Delay OPV only,pediatric,Give all vaccines
4328,A full-term baby born to HBsAg-positive mother. Received vaccine and immunoglobulin. Best advice about breastfeeding?,Wait 12 hours,Discourage breastfeeding,Encourage breastfeeding,Test HBsAg before feeding,pediatric,Encourage breastfeeding
4329,"A 1-year-old completing antibiotics for tonsillitis. Vitals stable, playing normally. Can vaccines be given?","No, wait for recovery","Yes, proceed",Postpone OPV,Postpone DTP only,pediatric,"Yes, proceed"
4330,"Which investigation is most appropriate for a newborn with jaundice at 12 hours, worsening by 36 hours?",Pyruvate kinase assay,Hemoglobin electrophoresis,Osmotic fragility test,G6PD activity,pediatric,Osmotic fragility test
4331,"A 1-year-old vegetarian child has pallor, low MCV, mouth cracks, spoon nails. Best treatment?",PRBC transfusion,Erythropoietin,Oral iron,Parenteral iron,pediatric,Oral iron
4332,A 14-year-old missed second varicella shot. First dose was 1 year ago. How to complete series?,Repeat entire series,Two doses 4 weeks apart,One more dose now,Test immunity first,medicine,One more dose now
4333,"A 3-year-old exposed to TB, TST induration = 10 mm. Interpretation?",Negative,Positive,Invalid test,Repeat required,pediatric,Positive
4334,A 5-year-old scheduled for flu vaccine. Important allergy history to ask about?,Chicken feathers,Shellfish,Eggs,Nuts,medicine,Eggs
4335,"An 18-month-old child post-seizure, blood/mucus in stool. Temp = 40°C. Most likely cause?",Campylobacter,Salmonella,Rotavirus,Shigella,pediatric,Shigella
4336,"A 14-month-old with vomiting, diarrhea, weight = 10 kg, Na⁺ = 128 mmol/L, K⁺ = 3.3 mmol/L, HCO₃⁻ = 12 mmol/L. Best IV fluid volume per day?",1000 mL/day,1250 mL/day,1500 mL/day,1750 mL/day,medicine,1500 mL/day
4337,"A 15-year-old with abdominal pain, diarrhea, tenesmus, blood/mucus in stool. Diagnosis?",Amoebiasis,Tania saginata,Bile salt deficiency,Intestinal ascariasis,pediatric,Amoebiasis
4338,"A 4-year-old with fever, irritability, anorexia, painful vesicles on soft palate. Diagnosis?",Congenital epulis,Aphthous ulcer,Gingival cyst,Herpangina,pediatric,Herpangina
4339,"A 12-year-old post-antibiotics presents with fever, abdominal pain, watery stools, fecal leukocytes. Pathogen?",Clostridium perfringens,Clostridium difficile,Giardia lamblia,E. coli,medicine,Clostridium difficile
4340,"A 7-year-old with fever, vomiting, dehydration, coma, acidosis. CSF: WBC = 20 cells/µL, glucose normal. Diagnosis?",Tuberculous meningitis,Salicylate poisoning,Diabetic coma,Viral meningitis,pediatric,Viral meningitis
4341,"A 9-year-old with fever, sore throat, knee pain, high ESR. Most likely diagnosis?",Juvenile arthritis,Osgood-Schlatter,Infectious mononucleosis,Acute rheumatic fever,medicine,Acute rheumatic fever
4342,"A 4-year-old with high fever, chills, vomiting, nuchal rigidity, petechiae. Diagnosis?",Meningococcal meningitis,Pneumococcal meningitis,Aseptic meningitis,Encephalitis,pediatric,Meningococcal meningitis
4343,"A 2-year-old with high fever, drowsiness, petechial rash spreading rapidly. Diagnosis?",Rocky Mountain spotted fever,Kawasaki syndrome,Meningococcemia,Measles,pediatric,Meningococcemia
4344,"A 6-year-old boy with high fever, cough, Koplik spots near molars. Diagnosis?",Mumps,Measles,Varicella,HSV-1 infection,pediatric,Measles
4345,Which organ is most commonly affected by mumps in a 4-year-old boy?,Skin,Lungs,Testes,Parotid gland,pediatric,Parotid gland
4346,"A child with cough, fever, conjunctivitis, Koplik spots on buccal mucosa. Diagnosis?",Measles,Rubella,Parainfluenza,RSV infection,pediatric,Measles
4347,A 12-year-old with fever and generalized vesicular rash. Which IgM test confirms diagnosis?,Mumps,HSV-1,HSV-2,VZV,medicine,VZV
4348,A 1-month-old infant with white plaques on tongue and palate that can be wiped off. Diagnosis?,Erythematous candidiasis,Gingivostomatitis,Leukoplakia,Oral thrush,pediatric,Oral thrush
4349,Best way to protect newborn against tetanus neonatorum?,Toxoid for newborn,Anti-toxin for infant,Immunize mother after delivery,Immunize mother before or early in pregnancy,medicine,Immunize mother before or early in pregnancy
4350,"A 2-year-old with bruising, petechiae, recent URTI. Platelets = 15 x10⁹/L. Best management?",Splenectomy,Platelet transfusion,Factor VIII,IV immunoglobulin,pediatric,IV immunoglobulin
4351,"A 9-year-old with abdominal pain, ankle swelling, prior URTI, hematuria. Best treatment?",Antibiotics,Platelet transfusion,Supportive care,Factor VIII,pediatric,Supportive care
4352,"An 8-year-old with recurrent joint pain worse in morning, asymptomatic periods, swollen joints. Diagnosis?",Septic arthritis,Reactive arthritis,Acute rheumatic fever,Juvenile idiopathic arthritis,medicine,Juvenile idiopathic arthritis
4353,A 7-year-old receiving injectable flu vaccine; father concerned about getting flu from vaccine. Best advice?,Live vaccine causes flu,Attenuated vaccine risk,Killed vaccine does not cause flu,Vaccine causes mild flu symptoms,pediatric,Killed vaccine does not cause flu
4355,An infant girl born to a 24-year-old woman is diagnosed clinically with Down syndrome. The mother asks about the risk in future pregnancies. Which investigation determines this risk?,Karyotyping for this infant,Amniocentesis in next pregnancy,Ultrasound during next pregnancy,Karyotyping for this infant and mother,medicine,Karyotyping for this infant and mother
4356,"A 3-year-old girl presents to PED with barking cough worsening with crying, low-grade fever, inflamed throat, mild suprasternal retractions. Most likely diagnosis?",Croup,Epiglottitis,Foreign body aspiration,Pneumonia,pediatric,Croup
4357,A child is brought to the clinic with chronic proteinuria and hypertension. Parents concerned about progression to end-stage renal disease. Which drug would help prevent this progression?,Enalapril,Clonidine,Propanolol,Amlodipine,medicine,Enalapril
4358,"A 5-year-old child presents to ED with malaise, poor oral intake, diarrhea, decreased urine output. Physical exam shows tachycardia, xerostomia, sunken eyes. Labs: elevated BUN, creatinine, low bicarbonate. Most appropriate management?",Dialysis,Diuretics,Normal saline,NaHCO3 solution,pediatric,Normal saline
4359,Which criteria are used to diagnose hypertension in a 12-year-old girl?,BP > 120/80 mmHg,BP > 140/90 mmHg,>90th percentile for age and sex,>95th percentile for age and sex,medicine,>95th percentile for age and sex
4360,"A 3-year-old child presents with bloody diarrhea and oliguria after eating at fast-food restaurant. Ill, pale, lethargic. Labs show low Hb, high WBC, low platelets, proteinuria. Most appropriate management?",Steroids,Antibiotics,Supportive care,Watchful waiting at home,pediatric,Supportive care
4361,"An 11-month-old child presents with failure to thrive, polyuria, polydipsia, dehydration episodes. Family history of similar symptoms in male relatives. Most likely diagnosis?",Diabetes mellitus,Diabetes insipidus,Water intoxication,Nephrotic syndrome,pediatric,Diabetes insipidus
4362,"A 3-year-old child presents with bloody diarrhea, oliguria, pallor, and lethargy. Labs: Hb = 83 g/L, platelets = 50 x10⁹/L, urinalysis shows + proteins. Most likely diagnosis?",IgA nephropathy,Hemolytic uremic syndrome,Henoch-Schönlein purpura,Post-streptococcal glomerulonephritis,pediatric,Hemolytic uremic syndrome
4363,"A 5-year-old boy evaluated for facial, abdominal, and extremity swelling over 3 weeks. No history of infection. Exam confirms edema. Labs: low serum albumin, heavy proteinuria. What should be recommended along with diet?",Furosemide,Renal biopsy,Corticosteroid trial,Admit and start dialysis,pediatric,Corticosteroid trial
4364,A 5-year-old boy has cola-colored urine and red blood cell casts. Had streptococcal tonsillitis 2 weeks ago. Most supportive diagnostic evidence?,Mildly elevated creatinine,Negative antinuclear antibody,Positive streptozyme test,Low C3 levels,pediatric,Low C3 levels
4365,"An 18-month-old child presents to ED with fever, irritability, refusal to move left lower limb, swollen knee. Most important diagnostic test?",Blood culture,X-ray of the knee,Complete blood count,Examination of joint fluid,pediatric,Examination of joint fluid
4366,"A 3-year-old boy fell on outstretched hand. Forearm tenderness, swelling, abnormal curvature. Most appropriate management?",CT scan forearm,"Rest, ice, compression, elevation",Paracetamol and discharge,Reduce fracture and cast forearm,surgery,Reduce fracture and cast forearm
4367,Which is a known side effect of long-term beclomethasone use in children?,Intraocular hypertension,Excitable behavior,Sleep disturbance,Growth retardation,pediatric,Growth retardation
4368,"A 12-year-old boy complains of knee pain worsened by running, jumping, climbing stairs. Plays basketball and football. Edema over tibial tuberosity. Most likely diagnosis?",Septic arthritis,Patellar dislocation,Osgood-Schlatter disease,Iliotibial band friction syndrome,medicine,Osgood-Schlatter disease
4369,"An 18-month-old infant presents with delayed walking and widened ends of long bones. Lab results: normal calcium, low phosphate, high alkaline phosphatase. Most likely cause?",Hypophosphatasia,Renal osteodystrophy,Vitamin D deficient rickets,Familial hypophosphatemic rickets,pediatric,Vitamin D deficient rickets
4370,A 2-year-old child sleeps with milk bottle and has chalky tooth discoloration on central incisors and first molars. Most likely diagnosis?,Herpetic gingivostomatitis,Nursing bottle caries,Gingival hyperplasia,Congenital syphilis,pediatric,Nursing bottle caries
4371,"An 8-year-old girl referred to pediatric nephrologist with increasing lethargy and periorbital edema. Urinalysis shows 4+ protein, no RBCs or glucose. Most likely diagnosis?",Membrano-proliferative GN,Focal segmental GN,Minimal change disease,Berger's disease,pediatric,Minimal change disease
4372,"A 14-year-old boy presents with '"brown urine'" 2 weeks after sore throat. On exam, periorbital edema present. BP 136/92 mmHg. Most likely diagnosis?",IgA nephropathy,Acute pyelonephritis,Hemolytic-uremic syndrome,Post-streptococcal glomerulonephritis,pediatric,Post-streptococcal glomerulonephritis
4373,"A 9-year-old girl presents to ED with tea-colored urine, leg swelling, skin eruption, and recent URTI. BP 155/105 mmHg, low C3. Most likely diagnosis?",Post-streptococcal glomerulonephritis,HUS,Henoch-Schönlein purpura,Acute renal failure,pediatric,Post-streptococcal glomerulonephritis
4374,"A 3-year-old girl brought to ED with fever and dark urine. Parents report constipation. Exam: unwell, irritable, abdominal tenderness. Lab: Hb 81, Urinalysis shows leukocytes, erythrocytes, proteinuria.",Hypertensive nephropathy,Acute glomerulonephritis,Acute pyelonephritis,Acute cystitis,pediatric,Acute pyelonephritis
4375,"A 2-year-old boy presents with facial swelling, poor dietary intake, reduced activity, sacral edema. Labs: Hb 94, Albumin 25, Cholesterol 7.0.",Congestive heart failure,Chronic liver disease,Nephrotic syndrome,Protein malnutrition,pediatric,Nephrotic syndrome
4376,A 5-year-old child presents with features of glomerulonephritis and later develops hemoptysis.,Rapidly progressive glomerulonephritis,Henoch Schönlein purpura,Goodpasture syndrome,Lupus nephritis,pediatric,Goodpasture syndrome
4377,"An 8-year-old boy presents with weakness, headache, nausea, anorexia, periorbital edema, and dark urine. BP 140/100.",Diagnosed sickle cell disease,Recurrent UTIs,Abdominal trauma 1 week before,Impetigo contagiosa 1 month before,pediatric,Impetigo contagiosa 1 month before
4378,A 7-year-old with facial edema. Urine shows selective proteinuria (3.5 g/day).,Kwashiorkor,Nephritic syndrome,Nephrotic syndrome,Protein losing diarrhea,pediatric,Nephrotic syndrome
4379,"A 14-year-old with photosensitivity, malar rash, joint pains, purpuric rashes, and hematuria.",Idiopathic thrombocytopenic purpura,Rheumatoid arthritis,Aplastic anemia,Lupus nephritis,pediatric,Lupus nephritis
4380,"A 10-year-old child with high-grade fever, generalized swelling, decreased urine output, and dark-colored urine.",Abdominal ultrasound,Renal function tests,Urinary analysis,Kidney biopsy,pediatric,Urinary analysis
4381,"A 7-year-old with fever, lower abdominal pain, foul-smelling urine. Urine culture: Gram-negative bacteria >100,000 cells/mL.",Staphylococcus saprophyticus,Klebsiella pneumoniae,Proteus mirabilis,Escherichia coli,pediatric,Escherichia coli
4382,"A 2-year-old boy with irritability, oliguria, petechiae, microhematuria, low platelets, history of bloody diarrhea.",HUS,ITP,TTP,DIC,pediatric,HUS
4383,"A 4-year-old with nephrotic syndrome presents with vomiting, abdominal pain, distension, rebound tenderness.",Peritonitis,Gastritis,Pancreatitis,Appendicitis,pediatric,Peritonitis
4384,"A 2-year-old with severe testicular pain, vomiting, no cremasteric reflex.",NSAID,Antibiotic therapy,Surgical exploration,Elevated scrotal position,pediatric,Surgical exploration
4385,"A newborn with a tense, fluctuant, non-tender scrotal mass. Transilluminates on light.",Varicocele,Hydrocele,Hematocele,Indirect inguinal hernia,pediatric,Hydrocele
4386,"A newborn with low weight, hypotonia, tongue protrusion, single palmar crease, VSD.",Down,Alport,Klinefelter,Prader-Willi,pediatric,Down
4387,"A 4-year-old with rectal prolapse, bulky foul stools, FTT, positive sweat chloride test.",Sibling sweat chloride test,Parents sweat chloride test,Sibling DNA analysis for CFTR gene,Parents DNA analysis for CFTR gene,pediatric,Sibling DNA analysis for CFTR gene
4388,"A 12-year-old boy short for age. Mother height 155 cm, father 178 cm. Bone age 10 years.",135–150,151–165,166–180,181–195,pediatric,166–180
4389,"A 19-year-old girl with short stature, wide-spaced nipples, and primary amenorrhea.",45X,46XX,47XXX,47XX+18,obstetrics and gynecology,45X
4390,Which finding supports diagnosis of Turner's syndrome?,Palpable liver,Redundant skin folds at nape of neck,Hypertonia and ankle clonus,Single palmar creases,pediatric,Redundant skin folds at nape of neck
4391,"A 13-year-old girl with short stature, webbed neck, no breast buds, high palate, low-set hairline.",Trisomy 21,Turner's syndrome,Fragile X syndrome,Noonan's syndrome,pediatric,Turner's syndrome
4392,"A 7-month-old with intermittent crying, leg-pulling, vomiting, distended abdomen, RUQ mass.",Contrast barium enema,Abdominal ultrasound,Plain Abdomen X-ray,Abdominal CT scan,pediatric,Contrast barium enema
4393,"A 6-year-old with frequent rapid eye blinking, no pain or discharge. Communicates during episode. Most likely diagnosis?",Tic disorder,Petit mal seizure,Dry eye syndrome,Tourette syndrome,pediatric,Tic disorder
4394,"A 6-year-old girl presents with sudden limb movements, facial grimacing after metoclopramide use. Best treatment?",Tizanidine,Epinephrine,Cyproheptadine,Diphenhydramine,medicine,Diphenhydramine
4395,A 4-month-old has non-itchy neck rash. Most likely diagnosis?,Cellulitis,Candidal intertrigo,Erythema multiforme,Seborrheic dermatitis,pediatric,Candidal intertrigo
4396,Which intervention decreases SIDS risk?,Pacifier at bedtime,Prone sleep,Soft mattress,Sleep position device,medicine,Pacifier at bedtime
4397,When should circumcision be avoided?,Phimosis,Hypospadias,Unilateral cryptorchidism,Posterior urethral valve,surgery,Hypospadias
4398,"A 5-year-old post-febrile convulsion, drooling, fully active now. Best treatment?",Phenytoin,Diazepam,Amoxicillin,Paracetamol,pediatric,Paracetamol
4399,"A 14-year-old with recent viral illness develops lower limb weakness, tingling, 3/5 strength, absent reflexes. Diagnosis?",Polymyositis,Multiple sclerosis,Acute poliomyelitis,Guillain–Barre syndrome,medicine,Guillain–Barre syndrome
4400,"A 10-day-old with abdominal distension, bilious vomiting, empty rectum. Passes stool after exam. Diagnosis?",Pyloric stenosis,Intussusception,Incarcerated hernia,Hirschsprung's disease,pediatric,Hirschsprung's disease
4401,"A 2-day-old baby refuses feeds, seizures, increased tone. CSF normal glucose, protein, cells. Most likely diagnosis?",Neonatal sepsis,Neonatal tetanus,Pyogenic meningitis,Hypoxic-ischemic encephalopathy,medicine,Hypoxic-ischemic encephalopathy
4402,"A 6-year-old pale, splenomegaly, sickle cell screen positive, Hb = 58 g/L. Best investigation?",Bone marrow aspirate,Abdominal ultrasound,ANA,Reticulocyte count,pediatric,Reticulocyte count
4403,"A 5-week-old with fever, apnea episodes, subcostal retractions, bilateral wheeze. Best treatment?",Inhaled corticosteroids,Ventilatory support,Broad-spectrum antibiotics,Supportive care + hydration,pediatric,Supportive care + hydration
4404,"A 20-month-old with respiratory distress, stridor, fever. '"Barky'" cough, rhinorrhea. Diagnosis?",Tracheomalacia,Foreign body,Laryngotracheobronchitis,Acute laryngitis,pediatric,Laryngotracheobronchitis
4405,"A 5-week-old with fever, apneic spells, wheeze. Best diagnostic test?",Chest X-ray,Throat swab,Bronchoscopy,Nasopharyngeal aspirate,pediatric,Nasopharyngeal aspirate
4407,"A 3-year-old with recurrent pneumonia, sinusitis, Pseudomonas and Burkholderia isolated. Most likely diagnosis?",Asthma,Cystic fibrosis,Primary ciliary dyskinesia,Alpha-1 antitrypsin deficiency,medicine,Cystic fibrosis
4408,A 6-year-old asthmatic with monthly exacerbations. Best daily management?,Theophylline,Sodium cromoglycate,Inhaled budesonide,Oral steroids,pediatric,Inhaled budesonide
4409,A 22-month-old boy with sudden unilateral wheezing after picnic. CXR shows hyperinflation and mediastinal shift. Diagnosis?,Right pneumothorax,Right lower lobe consolidation,Right lobar collapse,Foreign body aspiration,pediatric,Foreign body aspiration
4410,"A 1-year-old child presents with high fever, cough, respiratory distress, generalized fine crackles on auscultation. Chest X-ray shows fluffy infiltrates with ill-defined margins in both lungs. Most likely diagnosis?",Acute epiglottitis,Bronchopneumonia,Bronchiectasis,Cystic fibrosis,pediatric,Bronchopneumonia
4411,An 8-year-old sickle cell child arrives at ED in respiratory distress. Hb = 31 g/L. Became progressively tired and pale over 3 days. Most likely cause?,Cytomegalovirus,Parvovirus B19,Coxsackie A16,Echovirus 11,pediatric,Parvovirus B19
4413,"A 7-month-old presents with low-grade fever, dry cough, wheezing. CXR shows hyperinflation and infiltrate. Most likely diagnosis?",Asthma,Sinusitis,Influenza,Bronchiolitis,pediatric,Bronchiolitis
4414,"A 2-year-old presents with sore throat, high fever for 5 days, inflamed mouth and lips with gingivitis, white-yellow plaques. Most likely cause?",Adenovirus,Coxsackie virus,Herpes simplex virus,Epstein-Barr virus,pediatric,Herpes simplex virus
4415,"A 16-year-old asymptomatic boy presents for sports physical. He has asthma since age 4, uses albuterol rarely. Which question is best to assess current control?",Are you able to keep up with teammates?,Are you using your inhaler more frequently?,Are you coughing during meals?,Are you coughing at night?,medicine,Are you using your inhaler more frequently?
4416,"An 8-year-old unvaccinated girl presents with sore throat, temp 38°C, swollen neck, enlarged cervical lymph nodes, bleeding pharynx, inspiratory stridor. Most likely diagnosis?",Diphtheria,Streptococcal pharyngitis,Pertussis,Thrush,pediatric,Diphtheria
4417,An 18-month-old with mild eczema wakes with stridor and barking cough. No prior URTI. Symptoms resolved after hours. Second episode in 6 months. Most likely diagnosis?,Acute epiglottitis,Bronchial asthma,Spasmodic croup,Angioneurotic edema,pediatric,Spasmodic croup
4418,"A 1-year-old girl presents to PED with barking cough worse when crying, inspiratory stridor, and history of mild URTI. Most appropriate way to establish diagnosis?",Chest X-ray,Spirometry,Pharyngeal swab,Clinical examination,pediatric,Clinical examination
4419,"A 6-month-old boy presents with loud barking cough, fever, cold symptoms worsening at night, high-pitched rasping sound. CXR normal. Most likely cause?",Parainfluenza virus,Mycoplasma pneumoniae,RSV,Haemophilus influenzae type B,pediatric,Parainfluenza virus
4420,"A 3-year-old girl presents to PED at night with barking cough, labored breathing, inspiratory stridor, hoarse voice. Improved temporarily with nebulized epinephrine but relapsed. Next step in management?",Observation in clinic,IV steroids,Oxygen administration,Repeat epinephrine inhalation,pediatric,Repeat epinephrine inhalation
4421,"An 8-month-old presents with labored breathing, barking cough, nasal flaring, inflamed throat, inspiratory stridor. History of 2-day URTI. Most likely cause?",Viral,Allergy,Bacterial,Foreign body,pediatric,Viral
4422,"A 12-month-old boy presents to PED with barking cough, suprasternal retractions, nasal flaring, and inflamed throat. Inhaled epinephrine gave temporary relief. Most appropriate next step?",Steroids,Antibiotics,Antihistamine,Bronchodilators,pediatric,Steroids
4423,"A 4-year-old boy presents to PED with worsening barking cough, inspiratory stridor, hoarse voice. BP 90/65, HR 110, RR 30, SpO₂ 92%. Which additional finding would be most concerning?",Tachypnea,Nasal flaring,Expiratory stridor,Bluish colored lips,pediatric,Bluish colored lips
4424,"A 3-year-old girl presents to PED in early morning with barking cough that worsens with crying, fever, inflamed throat, and suprasternal retractions. Most likely auscultatory finding?",Crepitation,Wheezing,Stridor,Gasp,pediatric,Stridor
4425,A 48-year-old woman has had 2 inflammatory Pap smears 3 months apart and a normal pelvic exam. Colposcopically directed biopsy revealed invasive cervical carcinoma.,Clinical staging of the disease,Conization of the disease area,Radical hysterectomy and chemotherapy,Radical hysterectomy and radiotherapy,obstetrics and gynecology,Clinical staging of the disease
