id,question_text,option1,option2,option3,option4,question_type,correct_option,source
9336,"A 75-year-old diabetic hypertensive man underwent an exploratory laparotomy for a perforated duodenal ulcer. Postoperatively, he was kept in Intensive Care with ventilator support. His cardiac output is 2.5L/min and pulmonary capillary wedge pressure is elevated to 20 mm Hg. Blood pressure 80/50 mmHg Heart rate 115 /min Respiratory rate 22 /min Temperature 36.6 °C Oxygen saturation 91 % Which of the following is the most likely type of shock?",Septic,Cardiogenic,Hypovolemic,Anaphylactic,surgery,Cardiogenic,Midgard
9337,A 13-year-old boy presents for elective surgery. He has a significant past history of bleeding tendency and has contracture of right knee and hemarthrosis. Which of the following is the most likely underlying clinical disorder?,Haemophilia,Aplastic anaemia,Wilson's disease,Henoch-schonlein purpura,surgery,Haemophilia,Midgard
9338,"A 15-year-old girl underwent an exploratory laparotomy for a perforated appendix. On 7th postoperative day she remained febrile and developed respiratory distress requiring mechanical ventilation. On examination, her abdomen was distended, tense, and tender. A contrast-enhanced computed tomography was ordered. Post-CT she developed bleeding from her mouth, trachea, and I/V puncture site. Blood pressure 90/50 mmHg Heart rate 121 /min Respiratory rate 25 /min Temperature 35.6 °C Which of the following is the most likely diagnosis?",Haemophilia,Anaphylactic contrast reaction,Idiopathic thrombocytopenic purpura,Disseminated intravascular coagulation,surgery,Disseminated intravascular coagulation,Midgard
9339,"A 55-year-old woman complains of abdominal pain, distension, and bilious vomiting. On examination she is pale, dehydrated, abdomen is soft, distended, with hyperdynamic gut sounds. She was diagnosed with gallstone disease 10 years ago (see report). Blood pressure 140/90 mmHg Heart rate 120 /min Temperature 36.7 °C Test Result Normal Values Hb 100 120-160 g/L Platelets count 125 150-400 × 109/L WBC 18.6 4.5-10.5 x 109/L CT scan: Air in the biliary system. Which of the following is the most likely diagnosis?",Cholangitis,Pancreatitis,Cholecystitis,Gallstone ileus,surgery,Gallstone ileus,Midgard
9340,"A 55-year-old hypertensive diabetic with ischemic heart disease woman presented with sudden onset of left-sided lower abdominal pain associated with vomiting for 6 hours. On examination, she is pale, dehydrated and flushed. Peripheral pulses are regularly irregular. Her abdomen is distended, tender all over (see lab results). Blood pressure 170/100 mmHg Heart rate 121 /min Respiratory rate 20 /min Test Result Normal Values ABG HCO3- 13 22-28 mmol/L ABG PCO2 5.2 4.7-6.0 kPa pH 7.23 7.36-7.45 ABG PO2 10.8 10.6-14.2 kPa Which of the following is the most likely diagnosis?",Diverticulitis,Ulcerative colitis,Perforated viscus,Mesenteric ischemia,surgery,Mesenteric ischemia,Midgard
9341,"A 65-year-old man diabetic complains of intermittent claudication of his right leg, the foot and sole are cold and numb. He underwent right lower limb angiography showing diffuse disease. 2 days later he developed a painful swelling in his right groin, On examination, there is a firm swelling below the inguinal crease, partially mobile, irreducible, non-expansile, and tender with transmissible pulse. Which of the following is the most likely diagnosis?",Psoas abscess,Saphena varix,Femoral hernia,Pseudoaneurysm,surgery,Pseudoaneurysm,Midgard
9342,"A 33-year-old woman underwent surgery for her right leg varicose veins. On the 2nd postoperative day, she complained of pain and paraesthesia on the medial aspect of her leg and foot. On examination, there is sensory loss of fine touch and pain in her right leg and foot, but no motor loss. Wounds are healthy. Which of the following nerves is most likely injured?",Sciatic,Femoral,Obturator,Saphenous,surgery,Saphenous,Midgard
9343,"A 25-year-old complains of an inability to extend her fingers and numbness over her left wrist. On examination, there is paraesthesia of the skin over the left wrist and anatomical snuffbox, and an inability to extend her metacarpophalangeal joint. She also demonstrates wrist drop. Clinical injury to radial nerve is suspected. Which of the following is the most likely site of injury?",In the axilla,Carpal tunnel,Olecranon process,Spiral groove of humerus,surgery,Spiral groove of humerus,Midgard
9344,"A 25-year-old woman is brought to the Emergency Department after being rescued from a burning house after 2 hours. She is drowsy, and covered in black soot. On examination, she has 35% burns and nostrils and mouth are filled with soot. After initial resuscitation, her carboxyhemoglobin levels are raised (40%). Blood pressure 90/50 mmHg Heart rate 125 /min Respiratory rate 32 /min Temperature 36.6 °C Which of the following is the most appropriate management?",Exchange transfusion,Hyperbaric oxygen therapy,Carbonic anhydrase inhibitor therapy,Intubation and ventilation,surgery,Intubation and ventilation,Midgard
9503,"A 13-year-old boy with sickle cell disease, presents with severe unilateral hip pain, which has developed over the past few weeks. Which of the following is the most likely diagnosis?",Avascular necrosis,Rheumatic fever,Psoriatic arthritis,Still's disease,surgery,Avascular necrosis,Midgard
9346,"A 55-year-old man complains of dark stool and weakness. He has peptic ulcer disease and endoscopy investigations have confirmed multiple ulcers in the antrum. He has been kept on medical therapy. On examination, his abdomen is soft and non-tender. Repeat endoscopy confirms multiple ulcers in the antrum (see lab results). Test Result Normal Values Hb 58 130-170 g/L HCT 0.18 0.42-0.52 Which of the following is the most appropriate management?",Total gastrectomy,Partial distal gastrectomy,Endoscopic laser photocoagulation,Truncal vagotomy and pyloroplasty,surgery,Partial distal gastrectomy,Midgard
9347,"A 22-year-old complains of a 2-day history of right sided chest pain and dyspnoea. It started during landing from a long flight. On examination, he is tall, breath sounds are absent on the right side and percussion note is resonant (see report). CXR: Right pneumothorax. Which of the following is the most appropriate initial management?",Thoracentesis,Tube thoracostomy,Thoracoscopic blebectomy,Conservative management,surgery,Tube thoracostomy,Midgard
9348,"A 70-year-old woman is bed bound due to basal ganglia bleed is having difficulty swallowing and has experienced significant weight loss. On examination, she is emaciated, and lethargic. Weak muscles of mastication and an absent gag reflex. Which of the following is the most appropriate option to establish feeding?",Gastrostomy tube,Jejunostomy tube,Parenteral nutrition,Nasogastric tube feeding,surgery,Nasogastric tube feeding,Midgard
9364,"A 20-year-old weight-lifter complains of a 2-day history of bilious vomiting and abdominal distension. Examination revealed swelling in the left inguinal region, which is firm and tender (see report). Blood pressure 100/70 mmHg Heart rate 116 /min Respiratory rate 20 /min Temperature 36.6 °C X-ray abdomen: Multiple air fluid levels with no air in the large bowel. What type of hernia is the most likely diagnosis?",Obstructed,Irreducible,Incarcerated,Strangulated,surgery,Obstructed,Midgard
9365,"A 25-year-old man was brought to the Emergency Department with a penetrating chest injury 45 minutes ago. He was initially fine in the ambulance but then collapsed. Emergency response personnel started resuscitation. On arrival, he had a weak thread pulse, raised JVP and bilateral equal breath sounds. Blood pressure 90/60 mmHg Heart rate 140 /min Respiratory rate 30 /min Temperature 36.6 °C Oxygen saturation 85 % Which of the following is the most likely diagnosis?",Flail segment,Pneumothorax,Cardiac tamponade,Pulmonary contusions,surgery,Cardiac tamponade,Midgard
9366,"A young man was brought to the Emergency Department after he was hit in the chest while playing football. On examination, he was dyspneic and drowsy with GCS 11/15. Tracheal shifting to the left and raised JVP were noted. He has barely audible breath sounds on the right side. Blood pressure 80/50 mmHg Heart rate 130 /min Respiratory rate 32 /min Temperature 36.6 °C Oxygen saturation 90 % Which of the following is the most likely diagnosis?",Flail segment,Cardiac tamponade,Pulmonary contusions,Tension Pneumothorax,surgery,Tension Pneumothorax,Midgard
9367,"A 70-year-old alcoholic complains of a 6-month history of gradual progressive dysphagia and weight loss. On examination, he is cachectic and pale. His abdomen is soft and non-tender. Digital rectal examination confirms altered colored stool in the rectum (see lab results). Blood pressure 110/70 mmHg Heart rate 110 /min Respiratory rate 18 /min Temperature 36.6 °C Test Result Normal Values WBC 9.5 4.5-10.5 x 10^9/L Hb 90 130 - 170 g/L Urea 8 2.75-7.4 mmol/L Creatinine 120 44-115 µmol/L Which of the following is the most likely diagnosis?",Pancreas,Oesophageal cancer,Acid peptic disease,Duodenal perforation,surgery,Oesophageal cancer,Midgard
9368,"A 40-year-old man, alcoholic and smoker is brought to the Emergency Department with a 4-hour history of severe upper abdominal pain radiating to the back. On examination, his abdomen is distended, tense, and tender. Digital Rectal examination confirms a collapsed empty (see image). Blood pressure 100/70 mmHg Heart rate 110 /min Respiratory rate 20 /min Temperature 37 °C Which of the following is the most likely diagnosis?",Pancreatitis,Pneumothorax,Duodenal perforation,Acalculous cholecystitis,surgery,Duodenal perforation,Midgard
9369,A 55-year-old man was admitted with a 2-year history of recurrent upper abdominal pain attacks. History confirmed a recurrent colicky pain aggravated by morphine or its analogues (see lab results and report). Blood pressure 110/70 mmHg Heart rate 96 /min Respiratory rate 18 /min Temperature 36.6 °C Test Result Normal Values Indirect bilirubin 5 3.2-12.1 µmol/L Direct bilirubin 10 1.5-6.5 µmol/L Total bilirubin 15 3.5-16.5 µmol/L Alkaline phosphatase 250 39-117 IU/L Amylase 150 24-151 IU/L Ultrasound abdomen: Prominent common bile duct along with dilated minimal dilatation of intrahepatic ducts. Which of the following is the most likely diagnosis?,Pancreas,Biliary colic,Cholecystitis,Sphincter of Oddi dysfunction,surgery,Sphincter of Oddi dysfunction,Midgard
9370,"A 20-year-old woman recently had an infant complains that she has been having recurrent episodes of upper abdominal pain since the third trimester. The pain radiates to her back and is associated with nausea. On examination, her abdomen is soft and non-tender. On deep palpation, there is a mass measuring 8 x 8 cm in the epigastric region, which appears to be non-pulsatile and non-tender (see lab result). Blood pressure 110/70 mmHg Heart rate 76 /min Respiratory rate 18 /min Temperature 36.6 °C Test Result Normal Value Lipase 250 0-160 IU/L Which of the following is the most likely diagnosis?",Hydatid cyst,Gall bladder mucocele,Pancreatic Pseudocyst,Gastrointestinal stromal tumor,surgery,Pancreatic Pseudocyst,Midgard
9385,"A 25-year-old man underwent an open appendectomy for a perforated appendix. He was discharged on the 2nd postoperative day unevenly. He returned on the 8th postoperative day complaining of pain and redness around the wound site. On examination, there is purulent discharge from the wound site. His abdomen is soft with tender over the wound site. Digital rectal examination was unremarkable. Blood pressure 110/70 mmHg Heart rate 110 /min Respiratory rate 18 /min Temperature 38 °C Which of the following is the most appropriate management?",IV antibiotics,Open drainage,CT scan abdomen,Exploratory laparotomy,surgery,Open drainage,Midgard
9386,"A 55-year-old man underwent an open appendectomy for a perforated appendix. He presented to the Emergency Department on the 6th postoperative day complaining of severe abdominal pain, distension and an inability to pass stool. On examination, there is feculent discharge from the wound site with signs of peritonitis (see lab results and report). Blood pressure 110/70 mmHg Heart rate 120 /min Respiratory rate 18 /min Temperature 38 °C Oxygen saturation 95 % Test Result Normal Values ABG HCO3- 10 22-28 mmol/L ABG PCO2 4.8 4.7-6.0 kPa pH 7.25 7.36-7.45 ABG PO2 11 10.6-14.2 kPa Base excess -12 -2 to 2 mmol/L Ultrasound abdomen: Moderate ascites with echoes and septations. Which of the following is the most appropriate management?",Wound care,IV antibiotics,CT scan abdomen,Exploratory laparotomy,surgery,Exploratory laparotomy,Midgard
9387,"A 45-year-old diabetic man underwent a laparotomy for a diverticular perforation. On the 4th postoperative day, he developed a high-grade fever with chills and multiple spikes. On examination, his wound is healthy and his chest is clear to auscultation. On Digital rectal examination, there is bogginess anteriorly. Blood pressure 110/70 mmHg Heart rate 120 /min Respiratory rate 18 /min Temperature 38 °C Which of the following is the most appropriate treatment?",IV antibiotics,IV paracetamol,Abdominal cavity washout,Ultrasound-guided drainage,surgery,Ultrasound-guided drainage,Midgard
9388,"A 55-year-old man with no known co-morbidities underwent a Graham''s patch repair for a perforated duodenal ulcer 10 days ago. On examination, his abdomen is soft and non-tender. On auscultation, there is decreased breath sounds on the right lower chest. Blood cultures obtained from the central and periphery line of the patient are growing gram-positive cocci. Blood pressure 110/70 mmHg Heart rate 120 /min Respiratory rate 18 /min Temperature 38 °C Which of the following is the most appropriate treatment?",Chest physiotherapy,Removal of central Line,Abdominal cavity washout,Ultrasound-guided drainage,surgery,Removal of central Line,Midgard
9389,"A patient that underwent a cholecystectomy earlier has pyrexia with temperature spikes. On examination, the wound is healthy. His abdomen is soft with mild tenderness in the right hypochondriac region. There is decreased air entry on the right side of the chest on auscultation. Blood pressure 110/70 mmHg Heart rate 120 /min Respiratory rate 20 /min Temperature 38.5 °C Ultrasound: collection of 10 x 15 cm in the gall bladder fossa. Which of the following is the most appropriate management?",IV antibiotics,Chest physiotherapy,Ultrasound-guided drainage,Endoscopic retrograde cholangiopancreatography,surgery,Ultrasound-guided drainage,Midgard
9371,"A 30-year-old patient presents to the Emergency Department with 8-hour history of severe upper abdominal pain that is not relieved by oral medications. History confirmed recurrent similar events over the last year that was relieved by antispasmodic and anti-inflammatory drugs. Examination revealed jaundiced patient, with soft abdomen and marked tenderness in the right hypochondriac region (see lab results and report). Blood pressure 110/70 mmHg Heart rate 110 /min Respiratory rate 18 /min Temperature 37.9 °C Test Result Normal Values WBC 16 4.5-10.5 x 10^9/L Indirect bilirubin 5 3.2-12.1 µmol/L Direct bilirubin 15 1.5-6.5 µmol/L Total bilirubin 20 3.5-16.5 µmol/L Alkaline phosphatase 400 39-117 IU/L Amylase 115 24-151 IU/L Ultrasound: Minimal CBD of 1.1 cm with dilatation of intrahepatic ducts. Which of the following is the most likely diagnosis?",Hepatitis,Cholangitis,Pancreatitis,Cholecystitis,surgery,Cholangitis,Midgard
9372,"A 45-year-old patient complains of recurrent episodes of upper abdominal pain for the past 2 weeks with fever. On examination, the patient is jaundiced, abdomen is soft with marked tenderness all over the abdomen (see lab results and report). Blood pressure 90/60 mmHg Heart rate 130 /min Respiratory rate 18 /min Temperature 38 °C Test Result Normal Values Indirect bilirubin 5 3.2-12.1 µmol/L Direct bilirubin 20 1.5-6.5 µmol/L Total bilirubin 25 3.5-16.5 µmol/L Alkaline phosphatase 450 39-117 IU/L Amylase 1400 24-151 IU/L Ultrasound: CBD of 1.4 cm with dilatation of intrahepatic ducts. Which of the following is the most likely diagnosis?",Hepatitis,Cholangitis,Pancreatitis,Acute Cholecystitis,surgery,Pancreatitis,Midgard
9373,"A 20-year-old woman presents with a lump in the right lower quadrant of her breast that has been present for the last 2 years. The lump was initially small but over the past 6 months has constantly been growing in size. On examination, the mass measures 8 x 10 cm, is mobile and not attached to underlying muscles. Overlying skin is thinned out due to pressure effect of the mass. There are no signs of surrounding inflammation or infection. Which of the following is the most likely diagnosis?",Mastitis,Phyllodes,Galactocele,Fibroadenoma,surgery,Phyllodes,Midgard
9374,"A 30-year-old patient was brought to the Emergency Department after being shot in the chest 1 hour ago. A tube thoracostomy on the left side was done for a pneumothorax. After 15 minutes, the underwater seal bottle is filled with 2 liters of blood. Blood pressure 90/60 mmHg Heart rate 120 /min Respiratory rate 22/min Temperature 36.6 °C Oxygen saturation 90 % Which of the following is the most appropriate management?",Thoracotomy,CT scan chest,Tube thoracostomy,Angiographic embolization,surgery,Thoracotomy,Midgard
9375,A 5-year-old child is brought to the Emergency Department after being stabbed in the right lower chest. His abdomen is distended. A focused abdominal sonogram for trauma is suggestive of free fluid in the abdomen. Blood pressure 100/80 mmHg Heart rate 110 /min Respiratory rate 20 /min Temperature 36.6 °C Oxygen saturation 90 % Which of the following is the most appropriate management?,Thoracotomy,Tube thoracostomy,Exploratory laparotomy,Angiographic embolization,surgery,Exploratory laparotomy,Midgard
9376,"A 66-year-old man recently underwent an anterior resection of the rectum and is making a slow recovery. He complains that in the middle of the night he has pain in the left calf. On examination, he has a tender left calf, which is slightly swollen and red (see report). Blood pressure 110/70 mmHg Heart rate 110 /min Respiratory rate 18 /min Temperature 36.6 °C Oxygen saturation 90 % Ultrasound Doppler: Deep vein thrombosis in the left popliteal region extending up to the common femoral junction. Which of the following is the most appropriate management?",Heparin,Warfarin,IVC filter,Enoxaparin,surgery,Enoxaparin,Midgard
9377,A 12-year-old boy presents to the Emergency Department after a fall that led to a supra-condylar fracture. Presently his distal pulses are not palpable. Blood pressure 110/70 mmHg Heart rate 120 /min Which of the following is the most appropriate management?,Early K-wire,Hand elevation,Watchful waiting,Surgical exploration,surgery,Surgical exploration,Midgard
9378,"A 5-month-old baby was admitted with an inability to tolerate food and non-bilious vomiting over the past 2 days. On examination, he appears to be dehydrated. There is an olive-shaped mass palpable in the epigastric region measuring 2 × 2 cm. Which of the following is the most appropriate management?",Pyloromyotomy,Balloon dilatation,Gastrojejunostomy,NULL,surgery,Pyloromyotomy,Midgard
9390,"A 25-year-old underwent an open appendectomy for a perforated appendix 8 days ago and returns for follow-up. On examination, there is a seroma formation at the wound site, which is draining freely through a gaping wound. There are no signs of surrounding inflammation. Blood pressure 110/70 mmHg Heart rate 76 /min Respiratory rate 18 /min Temperature 36.6 °C Which of the following is the most appropriate treatment?",Antibiotics,CT scan abdomen,Regular wound dressings,Ultrasound-guided drainage,surgery,Regular wound dressings,Midgard
9391,Which of the following is most likely involved in neuro-hormonal stress response?,Androgen,Parathyroid,Thyroid stimulating,Corticotrophin releasing,surgery,Corticotrophin releasing,Midgard
9392,A 30-year-old woman underwent an exploratory laparotomy for a perforated duodenal ulcer. Postoperatively she developed septic shock syndrome. Which of the following is the most common physiological response?,Hypokalemia,Respiratory acidosis,Cellular anaerobic respiration,Increase glomerular filtration rate,surgery,Cellular anaerobic respiration,Midgard
9393,A 65-year-old patient is intubated in the Intensive Care Unit because of septic shock. Which of the following will best indicate adequate systemic perfusion?,Cardiac index,Central venous pressure,Mixed venous oxygen saturation,Pulmonary capillary wedge pressure,surgery,Mixed venous oxygen saturation,Midgard
9394,A 55-year-old is scheduled to undergo laparoscopic cholecystectomy. Which of the following is the most appropriate prophylactic antibiotic regimen?,Regular dose for 5 days,3 doses postoperatively,Single dose with anesthesia induction,Single dose 1 hour before skin incision,surgery,Single dose with anesthesia induction,Midgard
9395,A 33-year-old man was brought to the Emergency Department after a high-velocity trauma. He had distended neck veins and markedly decreased breath sounds on the right side. Heart rate 105 /min Blood Pressure 90/60 mmHg Oxygen saturation 85% Which of the following is the most likely cause?,Flail chest,Right hemothorax,Pericardial tamponade,Right tension pneumothorax,surgery,Right tension pneumothorax,Midgard
9396,Which of the following is the most likely cerebral perfusion pressure in mmHg?,40,50,60,70,surgery,50,Midgard
9412,A 45-year-old man is complaining of chills and rigors. He underwent an elective subtotal colectomy for ulcerative colitis 12 hours ago (see lab results). Blood pressure 110/70 mmHg. Heart rate 110 /min. Respiratory rate 18 /min. Temperature 38 °C. Test Result Normal Values Hb 110 130-170 g/L (Male) 120-160 g/L (Female). HCT 0.40 0.42-0.52 (Male) 0.37-0.48 (Female). WBC 15 4.5-10.5 x 109/L. Neutrophils 60 40-60%. Which of the following is the most likely diagnosis?,Sepsis,Bacteraemia,Severe sepsis,Systemic inflammatory response syndrome,surgery,Systemic inflammatory response syndrome,Midgard
9397,"A 60-year-old woman complains of a large amount of fresh bleeding per rectum and weakness. She had similar episodes 2 weeks ago. On examination, she looks pale and dehydrated. Her abdomen is soft and non-tender. Digital rectal examination revealed bright red blood on finger (see lab results and reports). Blood pressure 90/60 mmHg. Heart rate 120 /min. Test Result Normal Values Hb 55 120-160 g/L. HCT 0.16 0.37-0.48. Colonoscopy: Normal mucosa. Technetium scan: Angiodysplasia in left colon. Which of the following is the most appropriate management?",Left hemicolectomy,Conservative treatment,Endoscopic laser ablation,Mesenteric angioembolization,surgery,Mesenteric angioembolization,Midgard
9398,"A 37-year-old woman complains of abdominal fullness, epigastric discomfort and loss of appetite. She is recovering from an episode of acute pancreatitis 5 weeks ago. On examination, her abdomen is distended and there is vague fullness in epigastrium (see report). CT scan: Cyst about 24 x 18 cm in the lesser sac. Which of the following is the most appropriate management?",Excision of cyst,Surgical drainage,Image guided aspiration,Endoscopic Internal drainage,surgery,Endoscopic Internal drainage,Midgard
9399,"A 65-year-old smoker with diabetes mellitus presents with a long history of intermittent buttock pain and claudication that has worsened over the past few weeks. On examination, there is atrophy of buttock muscles with decreased power and painful movements. The femoral pulses are weak (see report). Angiogram: Aortoiliac insufficiency. Which of the following is the most appropriate management?",Vasodilator therapy,Aortofemoral bypass,Axillobifemoral bypass,Lumbar sympathectomy,surgery,Axillobifemoral bypass,Midgard
9400,"A 45-year-old presents after a 50 feet fall. On examination, he looks pale, peripheral pulses are feeble, and his chest has decreased breath sounds on left side (see image and report). Blood pressure 100/60 mmHg. Heart rate 100 /min. Respiratory rate 20 /min. X-ray trauma series: Left dislocated hip and calcaneal fracture. Which of the following is the most appropriate management?",Left tube thoracostomy,Emergency thoracotomy,Aortography and stenting,Intubation and ventilation,surgery,Aortography and stenting,Midgard
9401,"A 25-year-old woman that is taking steroids for inflammatory bowel disease complains of abdominal pain and bilious vomiting. On examination, her abdomen is distended and tender in the right iliac fossa. She had a colonoscopy 2 weeks ago which was normal. Contrast barium study was ordered (see report). Blood pressure 110/70 mmHg. Heart rate 100 /min. Barium study: Single stricture at terminal ileum, 1 cm from ileocecal valve. Which of the following is the most appropriate management?",Stricturoplasty,Right hemicolectomy,Conservative medical management,Segmental resection with ileostomy,surgery,Right hemicolectomy,Midgard
9402,"A 45-year-old man with achalasia cardia presents to the Emergency Department with retrosternal pain and dyspnoea. He underwent esophageal dilation 12 hours ago. On examination, he has crepitus at right lateral chest wall and neck (see lab results and report). Blood pressure 100/60 mmHg. Heart rate 120 /min. Respiratory rate 28 /min. Temperature 40.6 °C. Test Result Normal Values WBC 21.8 4.5-10.5 x 109/L. Gastrograffin study: Contrast leak. Which of the following is the most appropriate management?",Esophagectomy,Parenteral feeding,Esophageal stenting,Surgical drainage and repair,surgery,Surgical drainage and repair,Midgard
9403,"A 24-year-old woman complains of abdominal pain, sweating and palpitation. She was recently diagnosed with hypertension and has had a low response to medical therapy. On examination, her abdomen is soft, and non-tender (see lab result and report). Blood pressure 215/110 mmHg. Heart rate 124 /min. Respiratory rate 21 /min. Temperature 38.6 °C. Test Result Normal Values Catecholamines 2100 <591 µmol/day. Ultrasound: 4 cm mass in right adrenal cortex. Which of the following is the most appropriate management for the hypertension?",Beta blockers,ACE inhibitors,Alpha blockers,Calcium channel blocker,surgery,Alpha blockers,Midgard
9404,"A 5-year-old child complains of a painful left testicular swelling. On examination, there is a firm swelling in his left hemi-scrotum, it is irreducible, with negative transillumination test. Which of the following is the most appropriate management?",Herniotomy,Orchidopexy,Herniorrhaphy,Tension free repair,surgery,Herniotomy,Midgard
9405,"A 27-year-old woman complains of a 3-month history of right upper quadrant pain, fever and malaise. On examination, she is febrile, her abdomen is soft and tender in the right upper quadrant. Indirect hemagglutination titer for echinococcus granulosus is positive (see image). Blood pressure 110/70 mmHg. Heart rate 95 /min. Temperature 37.4 °C. Which of the following is the most appropriate management?",Albendazole therapy,Percutaneous drainage,Open cyst de-roofing,Laparoscopic pericystectomy,surgery,Albendazole therapy,Midgard
9406,"A 55-year-old patient is diagnosed with a gastrointestinal stromal tumour of the stomach (4 × 3 cm), confined to the body of the stomach, no surrounding infiltration, no distant metastases or lymphadenopathy. Which of the following is the most appropriate management?",Gastrectomy,Endoscopic ablation,Systemic chemo radiation,Wedge resection with clear margins,surgery,Wedge resection with clear margins,Midgard
9407,A 35-year-old man with gastroesophageal reflux disease presents to discuss his family history of esophageal and gastric carcinoma. Which of the following is the main risk factor for esophageal carcinoma?,Smoking,Idiopathic,Barrett's oesophagus,Long standing achalasia,surgery,Barrett's oesophagus,Midgard
9408,"A 26-year-old woman complains of right upper quadrant pain and nausea. She is 20 weeks pregnant. On examination, her abdomen is soft and non-tender. Ultrasound: Cholelithiasis. Which of the following is most appropriate management?",Cholecystostomy tube,Open cholecystectomy,Conservative treatment,Laparoscopic cholecystectomy,surgery,Laparoscopic cholecystectomy,Midgard
9409,"A 20-year-old woman presents with fever and pain in her right leg. On examination, her right leg is swollen, tender with multiple red streaks, and palpable inguinal nodes. Which of the following is the most likely causative organism?",Bacteroides,Enterococcus,Klebsiella pneumoniae,Streptococcus pyogenes,surgery,Streptococcus pyogenes,Midgard
9410,Which of the following is most commonly associated with retroperitoneal sarcoma?,Retroperitoneal bleeding,Systemic lymphadenopathy,Invasion into surrounding tissues,Compression of surrounding tissues,surgery,Compression of surrounding tissues,Midgard
9411,A 45-year-old woman complains of chills and rigors. She underwent a common bile duct exploration a few hours ago (see lab results). Blood pressure 110/70 mmHg. Heart rate 80 /min. Respiratory rate 18 /min. Temperature 38 °C. Test Result Normal Values Hb 130 130-170 g/L (Male) 120-160 g/L (Female). WBC 9 4.5-10.5 x 109/L. Neutrophils 50 40-60%. Which of the following is the most likely diagnosis?,Sepsis,Bacteraemia,Severe sepsis,Systemic inflammatory response syndrome,surgery,Bacteraemia,Midgard
9430,"As a part of physical examination to evaluate the lower limb function of a football player, the physician asked him to stand on his tiptoes. Which of the following nerves was the physician testing?",Tibial,Femoral,Deep fibular,Superficial fibular,surgery,Tibial,Midgard
9413,"A 65-year-old patient complains of chills and rigors 12 hours after undergoing removal of infected ureteric stent. Prior to the cystoscopy, her urine culture was positive for E. Coli (see lab result). Blood pressure 110/70 mmHg. Heart rate 96 /min. Respiratory rate 18 /min. Temperature 38.6 °C. Test Result Normal Value WBC 15 4.5-10.5 x 109/L. Which of the following is the most likely diagnosis?",Sepsis,Bacteraemia,Severe sepsis,Systemic inflammatory response syndrome,surgery,Sepsis,Midgard
9414,"A 65-year-old required intubation and transfer to Intensive Care Unit after collapsing in the ward. 2 days previously, she underwent an operation for empyema of the gallbladder (see lab result). Blood pressure 110/70 mmHg. Heart rate 110 /min. Respiratory rate 24 /min. Temperature 38.7 °C. Test Result Normal Value WBC 19 4.5-10.5 x 109/L. Which of the following is the most likely diagnosis?",Sepsis,Bacteraemia,Severe sepsis,Systemic inflammatory response syndrome,surgery,Severe sepsis,Midgard
9415,"A 24-month-old baby is brought in with a right sided red inflamed hemiscrotum. On exploration, the right testis is viable however; the cord is thick and oedematous. Which of the following is the most likely diagnosis?",Testicular torsion,Epididymo-orchitis,Incarcerated inguinal hernia,Torsion of a testicular appendage,surgery,Epididymo-orchitis,Midgard
9416,"A 7-month-old baby is brought in with a red and inflamed left hemiscrotum. Examination confirms a firm, tender, irreducible lump in the scrotum extending to the groin. The left testis cannot be palpated. Which of the following is the most likely diagnosis?",Testicular torsion,Epididymo-orchitis,Incarcerated inguinal hernia,Torsion of a testicular appendage,surgery,Incarcerated inguinal hernia,Midgard
9417,"A 12-year-old presents with left sided lower abdominal pain. Examination confirms a slightly elevated, tender left testis with redness and edema of the scrotum. Which of the following is the most likely diagnosis?",Testicular torsion,Epididymo-orchitis,Incarcerated inguinal hernia,Torsion of a testicular appendage,surgery,Testicular torsion,Midgard
9418,"A 30-year-old patient presents with recurrent urinary tract infections, polyuria, and electrolyte imbalance (see report). Ultrasound: Bilaterally enlarged kidneys with multiple, variably-sized and thin-walled cysts distributed throughout the renal parenchyma. Which of the following is the most likely diagnosis?",Carcinoma bladder,Renal calculi disease,Medullary sponge kidney,Polycystic kidney disease,surgery,Polycystic kidney disease,Midgard
9419,An 80-year-old man presents with dull aching pain in the loins (see lab results and report). Test Result Normal Values Creatinine 280 44-115 mol/L Urea 12.5 2.75-7.4 mol/L Ultrasound abdomen: Bilateral hydronephrosis. Which of the following is the most likely diagnosis?,Stricture of urethral meatus,Prostatic enlargement,Neoplasm of bladder,Pelvic cancer,surgery,Prostatic enlargement,Midgard
9420,"A 65-year-old male comes to the clinic with a mild intermittent urinary flow reduction. Rectal examination, urinalysis and prostate specific antigen studies are normal (see report). Ultrasound prostate: Enlarged median lobe. Which of the following is the best way to investigate?",Annual renal function monitoring,Periodic PSA measurement,Beta-blocker therapy,Cystoscopy,surgery,Periodic PSA measurement,Midgard
9421,"An 82-year-old man presents to the clinic with Inability to urinate. The patient complains of severe pain and bloating in the lower abdomen, painful and urgent need to urinate. Which of the following is the most appropriate management?",Semi-urgent prostatectomy,Antibiotic for a urinary infection,Foley catheterization and culture urine,Cystoscopy and Transurethral Resection Prostatectomy,surgery,Foley catheterization and culture urine,Midgard
