"id","question_text","option1","option2","option3","option4","question_type","correct_option"
2337,"A 6-year-old boy with high fever, cough, maculopapular rash on face, and white spots on inner cheeks. Most likely causative agent?","Mumps virus","Measles virus","Varicella zoster virus","Herpes simplex virus type-1","pediatric","Measles virus"
2338,"A 12-year-old girl with mild fever and generalized vesicular rash on chest, trunk, arms, legs. Best diagnostic test?","Mumps virus IgM","HSV-1 IgM","HSV-2 IgM","VZV IgM","pediatric","VZV IgM"
2339,"A 1-month-old infant with white plaques on tongue and palate that can be wiped off. Started on nystatin. Most likely diagnosis?","Erythematous candidiasis","Gingivostomatitis","Leukoplakia","Oral thrush","pediatric","Oral thrush"
2340,"A 15-year-old child with abdominal pain, diarrhea, tenesmus, blood and mucus in stool for 2 weeks. Most likely diagnosis?","Amoebiasis","Tania saginata","Bile salt deficiency","Intestinal ascariasis","medicine","Amoebiasis"
2341,"A 4-year-old with fever, irritability, anorexia, painful vesicles on soft palate and posterior pharynx. Gingiva spared. Most likely diagnosis?","Congenital epulis","Aphthous ulcer","Gingival cyst","Herpangina","pediatric","Herpangina"
2342,"A 12-year-old child develops fever, abdominal pain, and profuse watery stools 6 weeks after antibiotic use. Fecal leukocytes positive. Most likely pathogen?","Clostridium perfringens","Clostridium difficile","Giardia lamblia","Escherichia coli","pediatric","Clostridium difficile"
2343,"A 7-year-old child with fever, vomiting, dehydration, coma, acidosis. CSF shows normal glucose, low protein, mild pleocytosis. Most likely diagnosis?","Tubercular meningitis","Salicylate poisoning","Diabetic coma","Viral meningitis","pediatric","Viral meningitis"
2344,"An 18-month-old child has brief generalized seizure, bloody mucus stools, and temperature of 40°C. Most likely cause?","Campylobacter","Salmonella","Rotavirus","Shigella","pediatric","Shigella"
2345,"A 1-year-old girl with upper respiratory symptoms followed by violent hacking cough, inspiratory whoop, cyanosis, apathy. Unimmunized. Most likely cause?","Bordetella pertussis","Respiratory syncytial virus","Streptococcus pneumoniae","Haemophilus influenzae type B","pediatric","Bordetella pertussis"
2346,"A 1-year-old unimmunized girl with paroxysmal cough, inspiratory whoop, cyanosis. Most appropriate diagnostic test?","Nasopharyngeal swabbing","Sweat chloride test","Chest radiography","Serologic testing","pediatric","Nasopharyngeal swabbing"
2347,"A 5-year-old unvaccinated child with fever, cough, blotchy rash, and tender cervical lymphadenopathy. Rash behind ears, face, neck, and trunk. Most likely diagnosis?","Chickenpox","Measles","Mumps","Rubella","pediatric","Measles"
2348,"A 6-year-old with low-grade fever, malaise, conjunctivitis, coryza, cough, and pink macules spreading from face to extremities. Most likely diagnosis?","Gonococcal bacteremia","Toxic shock syndrome","Reiter's syndrome","Rubella","pediatric","Rubella"
2349,"A 6-month-old infant with cough, coryza, fever, wheezing, grunting, tachypnea, rib retractions. Optimal immediate treatment?","Erythromycin","Penicillin","Steroids","Oxygen","pediatric","Oxygen"
2350,"A 6-year-old with conjunctivitis, coryza, cough, and maculopapular rash starting on face and spreading to body. Most likely viral cause?","Epstein-barr","Coxsackie","Vaccinia","Rubella","pediatric","Rubella"
2351,"A 3-year-old with 1-week history of malaise, nasal discharge, conjunctivitis, and paroxysmal cough with inspiratory ""whoop"". Most likely diagnosis?","Pertussis","Epiglottitis","Psittacosis","Mycoplasma","pediatric","Pertussis"
2352,"A 3-year-old with fever, headache, muscle pain, spots on buttocks/legs, stiff neck. IV penicillin started. Most likely late complication?","Ataxia","Seizures","Deafness","Cranial nerve palsy","pediatric","Deafness"
2353,"A 3-year-old with meningitis and Gram-negative diplococci in CSF. Parents ask about management for 6-year-old sibling. Best approach?","Hospital admission and monitoring","IV penicillin G","Active immunization","Oral rifampicin","pediatric","Oral rifampicin"
2354,"A 5-year-old with sore throat, fever, refusal to eat. Playgroup contacts have similar illness. Spots on palms, soles, ulcers on palate. Most likely additional finding?","Spots on the soles","Swollen tonsils","Scratch marks","Diarrhoea","pediatric","Spots on the soles"
2355,"A 10-year-old with skin rash starting at scratch site, spread over 4 days, lymphadenopathy. Most appropriate treatment?","Steroids","Acyclovir","Antibiotics","Antiseptics","pediatric","Antibiotics"
2356,"A 10-year-old boy with rash starting from a scratch and spreading to cheeks, trunk, limbs. Lymphadenopathy present. Most likely diagnosis?","Impetigo","Candidiasis","Herpes simplex","Dermatitis herpetiformis","pediatric","Impetigo"
2357,"A 6-year-old girl presents with ear pain, swollen pinna, foul-smelling discharge after swimming camp. Best treatment?","Oral amoxicillin","Oral cefuroxime","Topical neomycin","Topical dexamethasone","pediatric","Topical neomycin"
2358,"An 18-month-old child presents with fever, irritability, refusal to move left leg, knee swollen and erythematous. Best diagnostic test?","Blood culture","Knee X-ray","CBC","Joint fluid analysis","pediatric","Joint fluid analysis"
2359,"A 3-year-old child presents with bloody diarrhea, oliguria, Hb = 83 g/L, platelets = 50 x10⁹/L, proteinuria and hematuria. Best management?","Steroids","Antibiotics","Supportive care","Watchful waiting at home","pediatric","Supportive care"
2360,"A 6-year-old child with high fever, conjunctivitis, coryza, cough, rash on face spreading to extremities, Koplik spots present. Diagnosis?","Toxic shock syndrome","Gonococcal bacteremia","Measles","Rubella","pediatric","Measles"
2361,"A 4-month-old boy with neck rash for 3 days. Rash not itchy. Most likely diagnosis?","Cellulitis","Candidal intertrigo","Erythema multiforme","Seborrheic dermatitis","pediatric","Candidal intertrigo"
2362,"Which virus is most commonly associated with acute bronchiolitis in children?","Adenovirus","Parainfluenza","Mycoplasma pneumoniae","Respiratory syncytial virus","pediatric","Respiratory syncytial virus"
2363,"An 8-year-old sickle cell patient presents with progressive pallor, Hb = 31 g/L. Most likely cause?","CMV","Parvovirus B19","Coxsackie A16","Echovirus 11","pediatric","Parvovirus B19"
2364,"A 3-year-old girl with barking cough, stridor, hoarse voice, chest wall retractions. Improved briefly with nebulized epinephrine. Next step?","Observation","IV steroids","Oxygen therapy","Repeat epinephrine","pediatric","Repeat epinephrine"
2365,"An 8-month-old with barking cough, inspiratory stridor, hoarse voice, no improvement with initial treatment. Most likely cause?","Viral","Allergic","Bacterial","Foreign body","pediatric","Viral"
2366,"A 14-year-old boy with eczema, parents have history of eczema. Which is the typical site of eczematous plaques at this age?","Popliteal fossa","Perioral region","Antecubital fossa","Scalp and forehead","pediatric","Perioral region"
2367,"A 6-year-old boy with long-term eczema now has honey-colored crusted lesions on antecubital areas. Most likely cause?","Coxsackie virus","Herpes simplex virus","Staphylococcus aureus","Group A streptococcus","pediatric","Staphylococcus aureus"
2368,"A 6-year-old boy with eczema presents with umbilicated vesicopustular rash in ""grape-like clusters"" over eczematous skin. Most likely etiology?","Coxsackie virus","Herpes simplex virus","Staphylococcus aureus","Group A streptococcus","pediatric","Herpes simplex virus"
2369,"A 5-year-old with worsening eczema despite increasing topical steroid strength. Best next step?","Consider another diagnosis","Switch to topical calcineurin inhibitors","Refer to dermatologist for phototherapy","Inquire about parent compliance and address concerns","pediatric","Inquire about parent compliance and address concerns"
2370,"A 10-year-old girl with eczematous plaques, xerosis. Advised good bathing practices and hydration. Which is a good bathing recommendation?","Emollients not important after prolonged bathing","Olive oil superior to coconut oil","Strong soap cleansers more effective than non-soap","Emollient choice depends on provider/patient preference","pediatric","Emollient choice depends on provider/patient preference"
2371,"A 5-year-old boy with pruritic eczematous rash and xerosis. Advised good bathing practice. Which is most appropriate recommendation?","Using non-soap cleansers preferred to avoid irritation","Emollients not needed after prolonged bathing","Lotions more effective than creams","Olive oil better than coconut oil","pediatric","Using non-soap cleansers preferred to avoid irritation"
2372,"A 3-month-old hospitalized with confirmed pertussis. Siblings are vaccinated. Most appropriate recommendation for asymptomatic siblings?","Immediate booster vaccine with DaP","Start chemoprophylaxis with macrolide","Close observation only","Booster vaccine if high risk","pediatric","Start chemoprophylaxis with macrolide"
2373,"A 4-month-old with unilateral purulent effusion, decreased tympanic membrane mobility. No fever, no other symptoms. Best next step in management?","Start amoxicillin treatment","Start amoxicillin-clavulanate","Observe with follow-up in 48 hours","ENT referral for tympanostomy tubes","pediatric","Start amoxicillin treatment"
2374,"A 19-month-old boy with eyelid swelling, erythema, tenderness, low-grade fever. No improvement with diphenhydramine. Most likely diagnosis?","Cellulitis","Hypoproteinemia","Allergic reactions","Subperiosteal hematomas","pediatric","Cellulitis"
2375,"A 13-month-old girl with 2-day fever, cough. Crackles in right lung base. Most likely pathogen?","Moraxella catarrhalis","Mycoplasma pneumonia","Streptococcus pneumoniae","Haemophilus influenzae type B","pediatric","Streptococcus pneumoniae"
2376,"A 7-year-old girl with sore throat, fever, tender cervical lymphadenopathy, and tonsillar exudate. Best next diagnostic step?","Throat culture","Echocardiography","Rapid antigen detection test","Fine needle aspiration","pediatric","Rapid antigen detection test"
2377,"A 4-year-old girl with fever, sore throat, difficulty swallowing solid food, 2 cm palpable cervical node. Most important evaluation step?","Chest radiograph","Lateral neck radiograph","Contrast-enhanced CT neck","Fine needle aspiration of the lymph node","pediatric","Lateral neck radiograph"
2378,"A 4-year-old girl with fever, sore throat, difficulty swallowing, fluctuant cervical lymph node. Most likely causative organism?","Pneumococcus","Streptococcus pyogenes","Staphylococcus epidermidis","Haemophilus influenzae type B","pediatric","Streptococcus pyogenes"
2379,"A 6-year-old child with high fever, conjunctivitis, coryza, cough, discrete pink macules starting on face and spreading to extremities. Also had white spots in mouth before rash. Most likely diagnosis?","Toxic shock syndrome","Gonococcal bacteremia","Measles","Rubella","pediatric","Measles"
2380,"A 4-year-old boy presents with rectal prolapse, bulky foul-smelling stools, poor growth, and recurrent pneumonia. Sweat chloride test positive. Which investigation should be done next?","Sibling sweat chloride test","Parent sweat chloride test","Sibling DNA analysis for CFTR gene","Parent DNA analysis for CFTR gene","pediatric","Sibling DNA analysis for CFTR gene"
2381,"A 3-year-old child exposed to parent with pulmonary TB. TST shows 10 mm induration. Interpretation?","Negative","Positive","Need repeat","Test not recommended anymore","medicine","Positive"
2382,"A 5-week-old baby with low-grade fever, difficulty breathing, two episodes of apnea, subcostal retractions, wheezing. Oxygen saturation 90%. Most appropriate treatment?","Inhaled corticosteroids","Ventilatory management","Broad spectrum antibiotics","Supportive care and hydration","pediatric","Supportive care and hydration"
2383,"A 10-year-old with acute asthma exacerbation. Stabilized on albuterol. Daily dry cough and wheeze worsened by exercise. Best long-term therapy?","Oral steroids + as-needed LABA","ICS twice daily + as-needed SABA","LABA + as-needed SABA","Leukotriene antagonist + as-needed SABA","medicine","ICS twice daily + as-needed SABA"
2384,"A 3-year-old admitted for pneumonia. Sputum cultures grow *Pseudomonas aeruginosa* and *Burkholderia cepacia*. Long history of sinusitis and RTIs. Most likely diagnosis?","Asthma","Cystic fibrosis","Primary ciliary dyskinesia","Alpha-1-antitrypsin deficiency","pediatric","Cystic fibrosis"
2385,"A 3-hour-old newborn with family history of infant death due to immunodeficiency. Recommended first vaccination in Saudi program?","Do not give BCG","Give BCG + follow up","Vaccinate per national program","Start IV immunoglobulin","pediatric","Do not give BCG"
2386,"A full-term baby ready for discharge. Which vaccines should be given before leaving hospital?","BCG + HBV","HBV + MMR","BCG + DTP","MMR + DTaP","pediatric","BCG + HBV"
2387,"A 6-month-old with mild fever but otherwise healthy. Should vaccines be delayed?","Start antibiotics","Reschedule after 2 weeks","Proceed with vaccination","Give antipyretics and proceed","pediatric","Proceed with vaccination"
2388,"What vaccines should a 2-month-old receive according to national program?","IPV, HBV, DTP, HIB, MMR","IPV, HBV, DTP, HAV, PCV","IPV, HBV, DTP, HIB, PCV","IPV, HBV, DTP only","pediatric","IPV, HBV, DTP, HIB, PCV"
2389,"A 1-year-old presents for routine vaccines. Which vaccines are recommended at this age?","OPV, MMR, HAV, PCV","Varicella, PCV, HIB","OPV, MMR, Varicella, PCV","OPV, MMR, Varicella, DTP","pediatric","OPV, MMR, Varicella, PCV"
2390,"A 3-year-old girl presents with barking cough, worsens with crying. Fever = 39.3°C. Most likely auscultatory finding?","Crepitation","Wheezing","Stridor","Gasp","pediatric","Stridor"
2391,"A 13-year-old girl with high fever, white tonsillar exudate, and cervical lymphadenopathy. Most likely complication?","Pneumonia","Pharyngitis","Scarlet fever","Glomerulonephritis","pediatric","Glomerulonephritis"
2392,"A 4-year-old child presents with diarrhea, vomiting, abdominal cramps after daycare exposure. Best treatment?","Doxycycline","Ceftriaxone","Metronidazole","Supportive care","pediatric","Supportive care"
2393,"A 2-month-old with cough, circumoral cyanosis, rhonchi on chest exam. RR = 48/min, SpO₂ = 91%. Most likely diagnosis?","Bronchiolitis","Heart failure","Asthma","GERD","pediatric","Bronchiolitis"
2394,"A 6-month-old with bronchiolitis, SpO₂ = 89%, tachypnea, diffuse crackles. Best management?","Admit for oxygen and hydration","Send home with instructions","Admit for antibiotics + oxygen","Admit for bronchodilators + steroids","pediatric","Admit for oxygen and hydration"
2395,"A 2.5-year-old boy with rash and mild abdominal pain. Most likely diagnosis?","Measles","Chickenpox","Meningococcemia","Henoch–Schönlein purpura","pediatric","Henoch–Schönlein purpura"
2396,"A 6-year-old with fever, sore throat, negative rapid strep test. Best next step in management?","Supportive treatment","Antibiotics pending culture","IM ceftriaxone","Amoxicillin x10 days","pediatric","Supportive treatment"
2397,"A 9-month-old with fever, irritability, right ear rubbing. Bulging tympanic membrane. Most likely diagnosis?","Acute otitis media","Otitis externa","Chronic otitis media","Chronic otitis externa","pediatric","Acute otitis media"
2398,"Most common causative agent in pediatric acute otitis media?","Viral","Fungal","Bacterial","Mycoplasma","pediatric","Bacterial"
2399,"Which defines ""fever of unknown origin"" in pediatrics?","7 days","14 days","21 days","28 days","pediatric","14 days"
2400,"A 3-year-old with skin lesion, no itching or fever. Most likely diagnosis?","Cellulitis","Folliculitis","Impetigo","Toxic shock syndrome","pediatric","Impetigo"
2401,"A 4-year-old limping, left hip effusion, fever = 38.8°C. Most likely organism?","Enterobacter","H. influenzae","Group B Strep","Staph aureus","pediatric","Staph aureus"
2402,"A 3-month-old unvaccinated presents with paroxysmal cough, whoop, post-tussive emesis. Most common complication?","Pneumonia","Dehydration","Otitis media","Pneumothorax","pediatric","Pneumonia"
2403,"A 3-month-old with paroxysmal cough, no diarrhea, preceded by runny nose. Unvaccinated. Most likely diagnosis?","Pertussis","Adenovirus pneumonia","Mycoplasma pneumonia","Chlamydia pneumonia","pediatric","Pertussis"
2404,"A 3-month-old with staccato cough, conjunctivitis, elevated eosinophils. Diagnosis?","Pertussis","Adenovirus","Mycoplasma pneumonia","Chlamydia trachomatis pneumonia","pediatric","Chlamydia trachomatis pneumonia"
2405,"A 3-month-old with cough, inspiratory whoop, conjunctivitis, diarrhea. Fully vaccinated. Most likely diagnosis?","Pertussis","Adenovirus","Mycoplasma pneumonia","Chlamydia pneumonia","pediatric","Adenovirus"
2406,"A 9-month-old with rash and parental history of eczema. Typical site of eczematous plaques at this age?","Upper back","Diaper area","Dorsum of feet","Scalp, cheeks, forehead","pediatric","Scalp, cheeks, forehead"
2407,"An 8-year-old with rash and parental history of eczema. Typical site of eczematous plaques at this age?","Upper back","Dorsal foot","Flexural surfaces","Scalp, cheeks, forehead","pediatric","Flexural surfaces"
2408,"A 3-year-old asthmatic with monthly exacerbations. Best daily management strategy?","Theophylline","Sodium cromoglycate","Inhaled budesonide","Oral steroids","pediatric","Inhaled budesonide"
2409,"A 5-year-old with GAS tonsillitis on antibiotics. Management for asymptomatic 2-year-old brother?","Observation","Throat culture","Start antibiotics","Rapid antigen test","pediatric","Observation"
2410,"Unbooked mother develops postpartum fever. When is breastfeeding acceptable?","HIV+ breastfeeding","HIV+ expressed milk","Active TB breastfeeding","Active TB expressed milk","pediatric","Active TB expressed milk"
2411,"2-week-old with oral thrush and diaper dermatitis. Treatment?","Oral antifungal x7d","Topical antifungal x5d","Systemic antifungal x5d","Oral+topical x5d","pediatric","Topical antifungal x5d"
2412,"3-year-old with fever, membranous tonsillar exudate. Causative organism?","Coronavirus","Influenza virus","EBV","RSV","pediatric","EBV"
2413,"7-month-old with fever, TM perforation, pus in canal. Diagnosis?","Acute otitis media","Serous otitis","Chronic otitis","OME","pediatric","Acute otitis media"
2414,"Same 7-month-old with AOM. Most common cause?","Rotavirus","Rhinovirus","Adenovirus","Coronavirus","pediatric","Rhinovirus"
2415,"3-year-old with meningitis, purpuric rash, papilledema. Parent counseling about:","Vision loss","Hearing loss","Renal failure","Retinal hemorrhage","pediatric","Hearing loss"
2416,"Fetal complication of maternal parvovirus B19?","Usually asymptomatic","Fetal hydrops/death","Arrhythmia/limb defects","Severe skin/eye disease","pediatric","Fetal hydrops/death"
2417,"Counseling HIV+ pregnant woman with detectable viral load:","No neonatal treatment","Breastfeed if on therapy","C-section to reduce transmission","ART won't prevent transmission","pediatric","C-section to reduce transmission"
2418,"Most common cause of bronchiolitis in infants?","Influenza","Adenovirus","Parainfluenza","RSV","pediatric","RSV"
2419,"18-month-old with stridor, barking cough post-URI. Diagnosis?","Viral croup","Epiglottitis","Tracheitis","Foreign body","pediatric","Viral croup"
2420,"4-month-old with non-itchy neck rash. Diagnosis?","Cellulitis","Candidal intertrigo","Erythema multiforme","Seborrheic dermatitis","pediatric","Candidal intertrigo"
2421,"18-month-old with proptosis, limited eye movement, missed vaccines. Next step?","Give vaccines","Brain MRI","Urgent CT scan","Funduscopic exam","pediatric","Urgent CT scan"
2422,"Same child with orbital cellulitis. Diagnosis?","Orbital myositis","Orbital cellulitis","Periorbital cellulitis","Thyroid orbitopathy","pediatric","Orbital cellulitis"
2423,"2-year-old with crusted facial lesions and eczema history. Diagnosis?","Boils","Impetigo","Atopic dermatitis","Scalded skin","pediatric","Impetigo"
2424,"Counseling about impetigo contagion:","Not contagious - can attend","Not contagious - wait 5d","Contagious - wait 3d","Contagious - until dry","pediatric","Contagious - until dry"
2425,"2-year-old with painful oral vesicles and dehydration. Diagnosis?","Impetigo","Gingivostomatitis","Herpetic whitlow","Eczema herpeticum","pediatric","Gingivostomatitis"
2426,"Same child with gingivostomatitis. Causative organism?","HSV","VZV","S. aureus","S. pneumoniae","pediatric","HSV"
2427,"Management of severe gingivostomatitis with dehydration:","Acyclovir alone","IV fluids + acyclovir","IV fluids + topical abx","Systemic + topical abx","pediatric","IV fluids + acyclovir"
2428,"5-year-old toxic with drooling, stridor, sitting tripod. Immediate action?","ENT referral","Sepsis workup first","Oral abx + ENT followup","ICU for intubation","pediatric","ICU for intubation"
2429,"Same child with acute epiglottitis. Diagnosis?","Bronchitis","Pharyngitis","Acute croup","Acute epiglottitis","pediatric","Acute epiglottitis"
2430,"A 7-year-old whose father believes flu vaccine caused influenza last year. Best advice?","Killed vaccine has no infection risk","Attenuated vaccine has some risk","Live vaccines have infection risk","This vaccine may cause flu","pediatric","Killed vaccine has no infection risk"
2431,"An 11-month-old with bloody stools, pallor, Hb 70. Best diagnostic test?","Abdominal US","Radioisotope scan","Barium enema","Barium meal","pediatric","Barium meal"
2432,"A 10-year-old with chronic bloody diarrhea, weight loss, joint pain. First-line treatment?","Metronidazole","Corticosteroids","Gluten-free diet","5-aminosalicylates","pediatric","5-aminosalicylates"
2433,"A 1-month-old with constipation, distension, bilious vomiting since birth. Best diagnostic test?","Plain X-ray","Rectal biopsy","Anal manometry","Abdominal US","pediatric","Rectal biopsy"
2434,"A 10-day-old with distension, bilious vomiting, empty rectum on exam. Diagnosis?","Pyloric stenosis","Intussusception","Incarcerated hernia","Hirschsprung's disease","pediatric","Hirschsprung's disease"
2435,"A 13-month-old girl with fever, cough, crackles in right lung base. RR = 36/min, SpO₂ = 96%. Which factor indicates need for hospitalization?","Age of 13 months","Crackles on auscultation","RR = 36 breaths/min","Inability to maintain oral hydration","pediatric","Inability to maintain oral hydration"
2436,"Which asthma patient requires hospital admission?","Heart rate >120 bpm","Any acute attack","After 3 ER visits","SpO₂ <92% after high-dose therapy","pediatric","SpO₂ <92% after high-dose therapy"
2437,"A 4-year-old with recurrent chest infections, poor growth, inspiratory crackles, expiratory wheeze, clubbing, and greasy stools. Most likely physical finding?","Nasal polyps","Gynecomastia","Inguinal hernia","Small joint swelling","pediatric","Nasal polyps"
2438,"A 4-year-old asthmatic child with frequent attacks despite Ventolin. Best next management step?","Start inhaled steroids","Increase Ventolin frequency","Continue current plan","Admit for workup","pediatric","Start inhaled steroids"
2439,"Most common mode of inheritance in cystic fibrosis?","Autosomal recessive","Autosomal dominant","X-linked recessive","Multifactorial","pediatric","Autosomal recessive"
2440,"A 2-year-old with cough, fever, decreased air entry, crackles, stony dullness on percussion. CXR most likely shows:","Bronchopneumonia","Pleural effusion","Pneumothorax","Lung collapse","pediatric","Pleural effusion"
2441,"A 3-month-old infant with noisy breathing since birth, improves in prone position. Most likely diagnosis?","Nasal atresia","Laryngomalacia","Subglottic stenosis","Vocal cord paralysis","pediatric","Laryngomalacia"
2442,"A 3-month-old with laryngomalacia. Parents concerned about noise. Best counseling point?","Will worsen over time","Needs surgery","Normal developmental sound","Improves by first birthday","pediatric","Improves by first birthday"
2443,"An 8-month-old with recurrent wheezing unresponsive to asthma treatment. Suspected tracheomalacia. Best diagnostic test?","Chest CT","Chest X-ray","Fluoroscopy","Bronchoscopy","pediatric","Bronchoscopy"
2444,"Most common chronic disease in children?","Renal failure","Cystic fibrosis","Bronchial asthma","Diabetes mellitus","pediatric","Bronchial asthma"
2445,"Most important element in asthma management?","Control acute attacks","Annual flu vaccine","Compliance with steroids","Family education and awareness","pediatric","Family education and awareness"
2446,"A 3-year-old suspected of asthma. Best diagnostic approach?","Bronchoscopy + biopsy","PFT + spirometry","CXR + blood tests","History + bronchodilator response","pediatric","History + bronchodilator response"
2447,"A 10-year-old with partial response to asthma meds, family history of asthma, poor weight gain. Supports diagnosis of CF?","Partial bronchodilator response","Family history","Recurrent symptoms","Poor weight gain","pediatric","Poor weight gain"
2448,"A 6-year-old asthmatic child with worsening condition and poor weight gain. Mother concerned. Best next step?","Dietitian referral","Escalate asthma meds","Antibiotics + follow-up","Further evaluation for asthma mimics","pediatric","Further evaluation for asthma mimics"
2449,"A 4-year-old with post-viral respiratory distress, bilateral wheeze, SpO₂ = 82%. Best management?","Antibiotics + steroid","Ventolin + antibiotics","IV fluids + Ventolin","Ventolin + systemic steroid","pediatric","Ventolin + systemic steroid"
2450,"A 13-year-old boy with fatigue, dry cough, low-grade fever, night sweats, hemoptysis. Most likely diagnosis?","Tuberculosis","Bronchiectasis","Lung neoplasm","Mycoplasma pneumonia","pediatric","Tuberculosis"
2451,"Which is the best management for Hirschsprung's disease?","Surgical resection","Dietary change","Antibiotic therapy","Immunosuppressants","medicine","Surgical resection"
2452,"A 3-week-old with non-reducible, non-translucent scrotal mass. Most likely diagnosis?","Orchitis","Hydrocele","Inguinal hernia","Testicular torsion","pediatric","Inguinal hernia"
2453,"An 8-year-old boy with abdominal pain, diarrhea, weight loss, diffuse tenderness, perianal fissure. Colonoscopy: non-contiguous lesions in proximal colon and terminal ileum. Biopsy: transmural inflammation. Diagnosis?","Crohn's disease","Ulcerative colitis","Behcet syndrome","Pseudomembranous colitis","pediatric","Crohn's disease"
2454,"A 10-year-old girl with weight loss, postprandial cramps, nausea, perianal tags. Endoscopy: focal ulcers in GI tract. Biopsy: transmural inflammation. Most likely affected area?","Jejunum","Ileum","Colon","Rectum","pediatric","Ileum"
2455,"A 4-month-old with worsening regurgitation after increasing formula volume, weight loss. Most likely cause?","Pyloric duplication","Esophageal erosion","Gastric antrum infection","Low LES pressure","pediatric","Low LES pressure"
2456,"A 1-year-old boy is admitted for investigation of failure to thrive, recurrent oral thrush and hepatosplenomegaly. He had a brother who died at age of 3 years with severe infection and septic shock. What advice should be given to the parents regarding their child's vaccinations?","Wait until child is 3 years-old","No live vaccines to be given to this child","Important that all vaccinations be given","No killed vaccines until brother diagnosed","pediatric","No live vaccines to be given to this child"
2457,"A 1-year-old boy is seen on routine examination. He has vertically transmitted HIV infection and now has a low T-cell count. Which of the following vaccines would be contraindicated?","Varicella","Hepatitis B","Pneumococcal","Diphtheria, Tetanus, acellular Pertussis","pediatric","Varicella"
2458,"Which of the following vaccines is contraindicated in a child with egg allergy and should be assessed by an allergy/immunology specialist before vaccination?","MMR","Influenza","Yellow fever","Pneumococcus","pediatric","Yellow fever"
2459,"A 6-month-old boy presents to the Well Baby Clinic for the 6-month vaccination. The mother states he developed febrile seizure with his last DTaP vaccine. Which of the following is the best response to the mother's concern?","Delay the vaccination until he is 18 months old","Febrile seizure is true contraindication to DTP vaccination","He must have the vaccine regardless of adverse reactions","Febrile seizure does not have long-term sequelae and is not contraindication for subsequent vaccines","pediatric","Febrile seizure does not have long-term sequelae and is not contraindication for subsequent vaccines"
2460,"A 6-month-old boy presents to the Well Baby Clinic for the 6-month vaccination. The mother states he developed fever of 41 °C with his last DTaP vaccine. Which of the following is the best response to the mother's concern?","Delay the vaccinations until he becomes 18 months old","This is a very high fever and he should not have subsequent DTaP vaccines","Fever is not contraindication for subsequent vaccines as long as it is not associated with seizure","High fever does not have any long term sequelae and is not contraindication for subsequent vaccines","pediatric","High fever does not have any long term sequelae and is not contraindication for subsequent vaccines"
2461,"Which of the following is an absolute contraindication to DTaP vaccination?","Seizure","Hypotonic-hyporesponsive episodes","Prolonged severe crying for 3 hours or more","Encephalopathy occurring within 7 days of previous dose not attributed to another cause","pediatric","Encephalopathy occurring within 7 days of previous dose not attributed to another cause"
2462,"A 12-year-old girl diagnosed with systemic lupus erythematosus 10 months ago. She is currently on high doses of immunosuppressive treatment. Her immunization status is not known. Which of the following vaccines should be recommended?","MMR","BCG","Varicella","Annual Influenza vaccine","pediatric","Annual Influenza vaccine"
2463,"Newborn with normal physical examination. Upon reviewing history with the mother, she mentioned a daughter who died with suspicion of immunodeficiency disease. The newborn is to be sent home and parents ask about birth vaccines. Which of the following is the most appropriate management plan?","Receive Hepatitis B vaccine only","Receive routine birth vaccines","Order the birth vaccines and follow-up with Immunology team","Defer vaccines until full assessment by immunology team","pediatric","Receive Hepatitis B vaccine only"
2464,"A 22-month-old boy presents to the Emergency Department with sudden onset respiratory distress during a family picnic. He is febrile and has otherwise been well. Physical examination shows unilateral wheezing in the right hemithorax. Which of the following is the most likely finding on chest X-ray?","Pneumothorax on the right side","Consolidation of the right lower lobe","Lower lobe collapse on the right side","Hyperinflation of the right lung with mediastinal shift to the left","pediatric","Hyperinflation of the right lung with mediastinal shift to the left"
2465,"A 2-month-old baby presents to the Pediatric Emergency Department with coughing, wheezing and rapid breathing for the last 2 days. His 3-year-old brother has a cold with fever and cough. Prolonged expiratory time, nasal flaring and subcostal retractions noted. Oxygen saturation 96% on room air. Which of the following is the most appropriate next step in making a definitive diagnosis?","Chest X-ray","Throat swab","Bronchoscopy","Nasopharyngeal aspirate","pediatric","Nasopharyngeal aspirate"
2466,"A 1-year-old child is brought to the clinic with high fever, cough and respiratory distress for 3 days. Chest auscultation reveals generalized fine crackles. Chest X-ray shows patchy infiltrates with ill-defined margins throughout both lung fields. Which of the following is the most likely diagnosis?","Bronchopneumonia","Acute epiglottitis","Bronchiectasis","Cystic fibrosis","pediatric","Bronchopneumonia"
2467,"A 20-month-old child is brought to the Emergency Department due to respiratory distress with stridor and fever. Parents report rhinorrhea and mild cough 2 days ago with progressive worsening to ""barky"" cough. Which of the most likely diagnosis?","Tracheomalacia","Tracheal foreign body","Laryngotracheobronchitis","Acute infectious laryngitis","pediatric","Laryngotracheobronchitis"
2468,"A 13-year-old boy comes to the clinic complaining of fatigue, non-productive cough, low-grade fever and night sweats over the past 7 weeks. He also mentions 2 episodes of hemoptysis. Which of the following is the most likely diagnosis?","Tuberculosis","Bronchiectasis","Lung neoplasm","Mycoplasma pneumonia","pediatric","Tuberculosis"
